id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
16514760,Large 1BR Brooklyn Apt,45293248,Nicholas,Brooklyn,Williamsburg,40.70589,-73.95123000000001,Entire home/apt,137,3,3,2017-09-04,0.1,1,0
19909197,Private Room in Park Slope Loft/Townhouse,52583380,Sebastian,Brooklyn,Park Slope,40.67872,-73.9792,Private room,88,3,8,2017-12-08,0.33,1,0
182069,Cozy studio Apartment in Upper East,39260,Mat,Manhattan,East Harlem,40.79056,-73.9468,Entire home/apt,120,2,86,2019-06-20,0.91,1,268
25180598,Cozy private room in Williamsburg 2 stops to city,182363374,Jimmy,Brooklyn,Greenpoint,40.727540000000005,-73.95674,Private room,105,1,24,2019-03-27,1.77,7,32
35653330,Heart of Bushwick home,20514946,Jennifer,Brooklyn,Bushwick,40.70056,-73.92161999999999,Entire home/apt,230,2,2,2019-06-24,2.0,1,274
28699654,"Home For Medical Professionals - ""The Kinetic""",26377263,Stat,Brooklyn,East Flatbush,40.65429,-73.93601,Private room,57,30,0,,,43,306
4594620,Spacious Full 2br Holiday Home ,1520215,Brad,Brooklyn,Boerum Hill,40.68598,-73.98004,Entire home/apt,250,3,0,,,1,0
7394136,One bedroom available in Astoria,38741040,Priscila,Queens,Long Island City,40.75547,-73.92017,Private room,40,1,0,,,1,0
1327775,Luxury 1BR w/ Rooftop,7205838,Erik,Queens,Long Island City,40.76592,-73.93428,Entire home/apt,120,3,2,2016-05-29,0.05,1,0
25069823,Riverside Drive Condo with a View,69866875,Georgina,Manhattan,Harlem,40.83298,-73.94800000000001,Private room,100,7,1,2018-05-15,0.07,1,0
3780113,Studio apartment,5785240,Laurent,Manhattan,Harlem,40.80919,-73.94815,Entire home/apt,120,3,80,2019-06-29,1.37,1,245
6855514,Clean & sunny private room (fits 3),24260658,Kristy,Manhattan,East Harlem,40.79487,-73.93477,Private room,110,2,68,2019-06-22,1.39,5,44
16415297,"Spacious&Sunny bedroom near Central Park,UpperEast",12895206,Salvatore,Manhattan,Upper East Side,40.77651,-73.94791,Private room,65,7,4,2017-12-29,0.13,1,0
23462813,Gorgeous Luxury 3 Bedroom steps from Prospect Park,175082875,Scott And Jill,Brooklyn,Windsor Terrace,40.65814,-73.97718,Entire home/apt,250,2,81,2019-06-09,4.89,1,213
18124558,MANHATTAN by Central Park/Subway Private Bedroom!,3084731,Cristine,Manhattan,East Harlem,40.78949,-73.94461,Private room,79,5,47,2019-06-28,1.77,1,131
10730086,Spacious Brooklyn Room for Travelers,28546873,Justin,Brooklyn,Bedford-Stuyvesant,40.68995,-73.92844000000001,Private room,45,3,9,2019-03-20,0.34,1,80
16107664,Cozy loft in Chelsea,40744019,Alex,Manhattan,Chelsea,40.74694,-73.99728,Entire home/apt,181,1,158,2019-06-23,5.08,1,173
34138042,"Hip FiDi Studio w/ Resident's Bar, Golf Simulator, Pro Gym by Blueground",107434423,Blueground,Manhattan,Financial District,40.7066,-74.00872,Entire home/apt,229,30,0,,,232,333
16315325,"Sunny Basement Studio Apartment, 1 block to Park",13741210,Deborah,Brooklyn,Flatbush,40.64849,-73.96585,Entire home/apt,89,2,9,2018-10-01,0.29,1,0
33560707,Amazing Cortelyou road,110448579,Moncef,Brooklyn,Flatbush,40.63866,-73.96735,Entire home/apt,78,30,1,2019-06-22,1.0,1,279
32008894,Bushwick Bedroom w/ private Bath.,59616570,Erika,Brooklyn,Bushwick,40.703520000000005,-73.92163000000001,Private room,55,4,0,,,1,189
6673638,A clean private room in Brooklyn,19600872,Pianpian Carolyn,Brooklyn,Gravesend,40.6046,-73.97771999999999,Private room,69,1,0,,,1,0
187566,Historic Brooklyn Studio Apartment,279078,Andrew & Markus,Brooklyn,Bedford-Stuyvesant,40.69242,-73.95097,Entire home/apt,99,2,187,2019-06-10,1.97,2,287
29965101,Large Private Space in Ideal Location,20287320,Konah,Brooklyn,Fort Greene,40.69306,-73.97084,Private room,80,2,14,2019-04-20,1.86,1,189
22814281,cozy haven,168613171,Margarita,Brooklyn,Williamsburg,40.71286,-73.95648,Private room,175,3,0,,,1,365
1929321,Quiet 1br in a Mansion!,9991075,Erika,Brooklyn,Clinton Hill,40.68492,-73.96669,Entire home/apt,130,1,16,2017-04-17,0.38,2,0
31561805,Pam's cozy 2 bedroom in Brooklyn,236565167,Pamilitta,Brooklyn,East Flatbush,40.6386,-73.93654000000001,Private room,80,1,10,2019-05-26,1.95,1,4
7453537,Lg Prospect Hts Room at Brooklyn&Breakfast,344035,Brooklyn&   Breakfast    -Len-,Brooklyn,Prospect Heights,40.67883,-73.97051,Private room,70,1,258,2019-06-30,5.45,13,320
21966880,SunBathed WestVillage/Greenwich 1 bed apt,160374143,Jane,Manhattan,West Village,40.7349,-74.00618,Entire home/apt,245,2,42,2019-06-16,2.27,1,141
26235821,Wonderful Location on East 68th st,10371008,Anna,Manhattan,Upper East Side,40.76436,-73.95671999999999,Shared room,75,4,10,2019-06-14,1.15,2,329
34487491,Spacious Luxuary Kind Bed in Prime Central Park,261761196,Park Central,Manhattan,Midtown,40.76368,-73.98225,Private room,100,1,0,,,8,311
9674453,ENTIRE Chic Apt in Astoria NYC,49620552,Raul,Queens,Astoria,40.76923,-73.91203,Entire home/apt,239,3,8,2019-01-02,0.19,4,274
13675413,Inspired by you - Astoria Enclave w/ Large Rooms,79579355,Jay And Katt,Queens,Astoria,40.76985,-73.92481,Entire home/apt,205,3,50,2019-07-03,1.41,1,324
13782654,Large master bedroom one block from Prospect Park,819636,Matt,Brooklyn,Prospect Heights,40.67575,-73.96546,Private room,102,1,5,2016-09-06,0.14,1,0
171776,Gorgeous 1 bdrm in huge duplex!,803086,Benton,Manhattan,Harlem,40.802240000000005,-73.94558,Private room,170,2,17,2015-10-01,0.18,2,88
6105342,One Bedroom Available (May 1-May 6),31678869,Sonya,Manhattan,Harlem,40.8251,-73.93899,Private room,200,1,0,,,1,0
7247033,Sunny Lower E. Side Ap. near BDFMJZ,37947830,Marcus,Manhattan,Chinatown,40.71574,-73.99107,Private room,100,1,13,2019-05-18,0.27,1,2
36934,Great location in Williamsburg,159370,Viviana,Brooklyn,Williamsburg,40.71363,-73.96398,Entire home/apt,125,6,27,2018-12-27,0.25,1,189
32897532,X Live,184750740,Juice,Bronx,Morrisania,40.82575,-73.90993,Private room,80,1,0,,,4,365
30504780,NEW Brooklyn studio get away!,228898361,Lauren,Brooklyn,Williamsburg,40.71723,-73.94965,Entire home/apt,200,2,7,2019-01-23,1.01,1,0
10560986,Sublet Beautiful Room in Brooklyn!,45531690,Anjulika,Brooklyn,Greenpoint,40.72853,-73.95533,Private room,39,1,1,2016-01-15,0.02,1,0
30156908,WEST VILLAGE Bohemian flat in neo-Tudor town house,27636707,Gaia&Pietro,Manhattan,West Village,40.73389,-74.00646,Entire home/apt,285,3,12,2019-07-04,1.76,5,313
17759478,(4) Comfy Home Away From Home/Multiple Rooms,88043058,Pamela,Brooklyn,Bedford-Stuyvesant,40.6899,-73.95498,Private room,89,1,76,2019-06-30,2.77,4,358
18040417,Downtown HighRise Luxury Building!,42287744,Camilo,Manhattan,Financial District,40.70732,-74.01451,Private room,105,2,18,2018-08-16,0.65,1,95
19892112,Lovely Park Slope 1BR / 2BA with outdoor space,52535342,Darren,Brooklyn,Park Slope,40.66711,-73.97691,Entire home/apt,175,3,0,,,1,0
35379882,Central Park West Apartment King,266341812,Sophia,Manhattan,Upper West Side,40.79147,-73.96644,Private room,99,14,0,,,1,87
26978092,Private room for all Midtown attractions,202979735,Troy,Manhattan,Hell's Kitchen,40.76092,-73.9922,Private room,180,2,5,2019-04-21,0.48,1,16
35672777,**SUMMER OFFER**Healers LOFT: Tranquil and Light,2010787,Amma,Manhattan,Lower East Side,40.7144,-73.98201,Entire home/apt,297,20,0,,,1,276
1994398,Spring and Summer in New York - Near Central Park,2719126,Nadia,Manhattan,Midtown,40.76663,-73.98069,Entire home/apt,345,5,19,2019-06-12,0.33,1,192
21398486,"Enjoy Fireplace, Deck, King Bed in Park Slope!",4058709,Elise And Dave,Brooklyn,Park Slope,40.67587,-73.9793,Entire home/apt,165,6,5,2018-12-18,0.25,2,73
33167738,E. Williamsburg/Bushwick/Bedstuy Private Bedroom,21524809,Jeremy,Brooklyn,Williamsburg,40.70312,-73.94464,Private room,75,4,6,2019-06-24,1.98,1,55
24659877,Nice home in awesome Location,186376053,Andrea,Manhattan,Upper West Side,40.79694,-73.96268,Private room,80,2,17,2019-06-15,1.44,1,126
22050046,Cozy Corner In Heart of Manhattan,155125855,Vicente,Manhattan,Midtown,40.74669,-73.98311,Shared room,65,1,76,2018-09-12,3.97,3,0
24751022,Sonder | Hanover Square | Welcoming 1BR + Rooftop,12243051,Sonder,Manhattan,Financial District,40.70401,-74.00932,Entire home/apt,179,29,0,,,96,1
22832352,*PRIME* Serenity & Love-Private Oasis (Bedford Av),168784638,Ralph & Jenny,Brooklyn,Williamsburg,40.714940000000006,-73.96214,Entire home/apt,237,3,28,2019-06-03,2.09,1,0
27225540,Huge Private Brooklyn Room with Two Beds!,205032591,Annie,Brooklyn,Bedford-Stuyvesant,40.68589,-73.94762,Private room,65,2,21,2019-06-15,2.04,4,334
33236002,Sunny and Bright Brooklyn Duplex,6312248,Angelle,Brooklyn,Bedford-Stuyvesant,40.68609,-73.92931999999999,Entire home/apt,195,2,5,2019-06-23,2.42,2,20
34319441,Amazing Place - ASTORIA,46081317,Fabiana,Queens,Astoria,40.75663,-73.9143,Private room,55,25,0,,,3,199
33488188,Private Room in Light-Filled Loft,2093557,Sarah,Brooklyn,Bushwick,40.70149,-73.92752,Private room,80,1,4,2019-06-07,1.79,2,22
14466137,Crown Heights Cozy 2 Bedroom apt.,88001494,Mendy,Brooklyn,Crown Heights,40.66737,-73.93661,Private room,85,3,55,2019-07-06,1.56,3,49
7807146,UWS Private Bedroom with patio,37353953,Sabrina,Manhattan,Upper West Side,40.78101,-73.98533,Private room,70,3,4,2016-09-07,0.11,1,0
35463471,West 15th Street Cozy Chelsea 1bd Serviced Apt,22541573,Ken,Manhattan,West Village,40.74,-74.00399999999999,Entire home/apt,209,30,0,,,87,364
21668437,SPACIOUS PRIVATE ROOM IN TRENDY BAY RIDGE BROOKLYN,156672333,Eddie,Brooklyn,Bay Ridge,40.6247,-74.03094,Private room,80,3,1,2018-01-01,0.05,1,363
19176163,Chic Apartment for rent in East Village,133694068,Julissa,Manhattan,East Village,40.72767,-73.98855999999999,Entire home/apt,99,2,38,2019-05-20,1.51,1,29
21169968,"Quiet, private bedroom close to beaches.",24193553,Renee,Brooklyn,Greenpoint,40.72402,-73.95285,Private room,60,10,0,,,1,89
13217609,"Bright Guest Room with Balcony, Harlem",1514100,Wasim,Manhattan,Harlem,40.80991,-73.94596999999999,Private room,149,3,16,2019-06-28,0.59,1,333
837430,Ground Floor Studio With Backyard,252365,Eileen,Manhattan,East Village,40.7225,-73.98267,Entire home/apt,130,5,4,2015-01-03,0.05,1,0
32240076,Sonder | Stock Exchange | Lovely 1BR + Sofa Bed,219517861,Sonder (NYC),Manhattan,Financial District,40.70637,-74.01199,Entire home/apt,248,2,17,2019-06-17,4.08,327,271
2203154,Prime East Village 1 bedroom,5392354,Aviad,Manhattan,East Village,40.73087,-73.98713000000001,Entire home/apt,180,2,2,2014-09-29,0.03,1,0
7126110,Sunny East Village Bedroom,37325763,Noah,Manhattan,East Village,40.72393,-73.98271,Private room,100,1,0,,,1,0
9496213,Queen Bed in williamsburg Brooklyn,6515431,Solange,Brooklyn,Williamsburg,40.70564,-73.93646,Private room,46,1,2,2015-11-23,0.05,1,0
29652490,♂ ♀ Sunny Bedroom in Popular Brooklyn,204852306,Dee,Brooklyn,Bedford-Stuyvesant,40.67937,-73.93262,Private room,45,15,0,,,14,0
15840089,Kid- (and Adult-) Friendly Uptown 2-Bedroom,99602138,Yolanda,Manhattan,Washington Heights,40.8349,-73.94829,Entire home/apt,150,3,36,2019-01-01,1.13,1,5
13885247,"Cozy, Convenient 1 Bed Apartment!!! UWS Manhattan",82208124,Yang,Manhattan,Upper West Side,40.77472,-73.98640999999999,Entire home/apt,110,3,33,2019-06-23,0.91,2,0
19103622,Comfy private room in the heart ❤️ of Williamsburg!,42729298,Aigerim Aika,Brooklyn,Williamsburg,40.71911,-73.95805,Private room,65,1,122,2019-06-20,4.82,2,11
393094,Designer studio in Luxury Building,1965972,Alayna,Manhattan,Financial District,40.70621,-74.01525,Entire home/apt,225,4,27,2019-05-25,0.31,1,169
24449621,fifth ave,184653310,Amit,Manhattan,Midtown,40.75775,-73.97955999999999,Entire home/apt,300,7,14,2019-06-14,0.98,1,85
30478388,"Your home away from home, private cozy room",104814095,Hanine,Queens,East Elmhurst,40.75938,-73.88158,Private room,29,1,5,2019-07-01,0.86,3,35
34472646,"30 mins to Times Square!! 15 mins LGA, 25mins JFK!",260209224,Lotay,Queens,Jackson Heights,40.75015,-73.86899,Entire home/apt,153,4,0,,,3,135
1360781,LUXMaster Suite 24hrDrm WestVillage,176903,Tana,Manhattan,West Village,40.73432,-74.00305999999999,Private room,220,1,2,2013-10-09,0.03,2,364
29921568,"Sunny/Quiet/Clean/Zen, in Central Location!",42295490,C-S,Manhattan,Chinatown,40.71655,-73.99537,Private room,68,30,4,2019-05-29,0.64,2,0
27255936,"Cozy Room, 2 min Times Square, centrally located",84825183,Antoine,Manhattan,Hell's Kitchen,40.76243,-73.99078,Private room,95,3,3,2018-08-05,0.26,1,5
24413589,Peaceful place 10min. from Center of New York City,72872297,Zamira,Queens,Long Island City,40.75558,-73.93643,Private room,75,2,67,2019-07-01,4.93,1,11
19291110,Homely Private Room with Queen Sized Bed,34198671,Narmeen,Brooklyn,Crown Heights,40.67594,-73.9261,Private room,55,1,1,2017-06-24,0.04,1,0
6476242,Huge duplex apartment with garden!,33833944,Andreas Per Daniel,Manhattan,Midtown,40.76015,-73.96378,Entire home/apt,247,5,25,2019-02-23,0.51,1,0
4982699,Two Bedroom Apartment,25686141,Linden,Queens,Ozone Park,40.67924,-73.84770999999999,Entire home/apt,99,3,66,2018-07-21,1.29,1,189
20089288,"#4 Cozy And Bright Room, 30 Minutes to Manhattan",619942,Stacy & Simon,Brooklyn,Cypress Hills,40.68863,-73.8706,Private room,38,30,43,2019-06-01,1.87,6,193
4249342,Perfect Private Room in Luxury Bldg w/Gym/Rooftop,2495483,Andy,Manhattan,Financial District,40.70948,-74.00654,Private room,98,7,23,2019-06-01,0.55,1,116
25290477,Beautiful bedroom on Riverside!,5887537,Margarita,Manhattan,Harlem,40.82297,-73.95481,Private room,80,5,1,2019-01-02,0.16,1,18
11309973,ULTRA CHIC 3BR APT IN EAST VILLAGE!,2856748,Ruchi,Manhattan,East Village,40.73157,-73.98791999999999,Entire home/apt,278,30,0,,,49,339
35257699,Hell's Kitchen /Times Sq - Comfortable 2 BDR Flat,264962468,Milica,Manhattan,Hell's Kitchen,40.76273,-73.99028,Entire home/apt,255,2,2,2019-07-01,2.0,1,55
15420038,Wonderful private room in Williamsburg,98816024,Elisa,Brooklyn,Williamsburg,40.7111,-73.94351999999999,Private room,95,3,24,2018-06-25,0.73,1,5
15241968,Wonderful Room in South Harlem near Central Park,79738498,Heroni,Manhattan,Harlem,40.8014,-73.95793,Private room,100,2,12,2017-05-28,0.36,1,0
7034609,Comfy room close to Columbia,36871638,Francisco,Manhattan,Morningside Heights,40.81142,-73.95978000000001,Private room,70,4,5,2018-01-02,0.1,1,0
21363936,Spacious Apartment in the Heart of Williamsburg,4547593,Hunter,Brooklyn,Williamsburg,40.71982,-73.95569,Entire home/apt,120,5,0,,,1,0
27531821,Beautiful Private Bedroom/Kitchen studioPark Slope,147638312,George,Brooklyn,Park Slope,40.67246,-73.97707,Private room,125,5,7,2019-05-29,0.84,1,180
5354796,Spacious airy room perfect for two!,13649613,"Rossy,  Carmen And Juan",Bronx,University Heights,40.85535,-73.91388,Private room,57,2,106,2019-06-20,2.02,4,82
21864653,Cozy Room for Rent in South Slope,33435096,Francesca,Brooklyn,Sunset Park,40.6588,-73.99096999999999,Private room,50,2,44,2019-06-28,2.29,1,298
12936207,Newly Renovated Duplex Apartment,51716739,Harvin,Brooklyn,Bedford-Stuyvesant,40.6887,-73.93536,Entire home/apt,200,2,80,2019-06-15,2.09,3,286
15338,Room in Greenpoint Loft w/ Roof,32169,Andrea,Brooklyn,Greenpoint,40.72401,-73.93788,Private room,49,4,138,2019-06-04,1.19,3,320
302758,Sunny 1BR East Harlem Apartment,8605,Dimitry,Manhattan,East Harlem,40.7968,-73.93611,Entire home/apt,150,7,12,2016-03-26,0.14,1,0
12360254,Prime Williamsburg balcony cityview,32193665,Nicolas,Brooklyn,Williamsburg,40.71671,-73.94989,Entire home/apt,200,2,0,,,1,0
20309353,Bright private bedroom in prime Williamsburg apt,7344404,Justin,Brooklyn,Williamsburg,40.71237,-73.9598,Private room,75,4,6,2019-05-03,0.27,1,0
18385188,"Brooklyn Modern: Sunny 2BR, Boutique Style",127341412,Melissa,Brooklyn,Gowanus,40.6701,-73.98917,Entire home/apt,173,2,100,2019-07-07,3.88,1,18
26335577,Spacious Williamsburg Nook w/ Balcony,11080981,Trisha,Brooklyn,Williamsburg,40.71682,-73.95107,Private room,200,1,0,,,1,0
30133397,BEAUTIFUL PRIVATE ROOM IN THE HOUSE,204906313,Iryna,Brooklyn,Sheepshead Bay,40.590990000000005,-73.94856,Private room,60,1,56,2019-07-03,7.24,3,48
13082600,Cozy 1 bedroom apartment in the heart of Manhattan,4980733,Simona,Manhattan,Midtown,40.75584,-73.96979,Entire home/apt,300,1,38,2019-06-27,1.01,1,361
9978722,"Private, comfy BR in East Village",5904463,Katherine,Manhattan,East Village,40.72504,-73.98241999999999,Private room,100,1,0,,,4,0
18579690,HOUSE WITH 2 ENTRANCES 15min TO MANHATTAN,30237517,David,Queens,Forest Hills,40.73412,-73.8509,Entire home/apt,278,2,16,2018-07-12,0.62,6,0
33256416,Rooftop pool view Lux private room,217482038,Emily,Manhattan,Upper East Side,40.76178,-73.96653,Private room,129,3,1,2019-06-11,1.0,3,0
15041647,Private Bedroom in NYC w/ SUPERHOST.,69117812,Nixie & Hai,Queens,Corona,40.73702,-73.857,Private room,60,1,105,2019-07-03,3.07,1,347
17434977,1B Large studio in Williamsburg with terrace,49704571,Krzysztof,Brooklyn,Williamsburg,40.71942,-73.94272,Entire home/apt,80,30,6,2019-01-19,0.22,8,156
51438,1 Bedroom in 2 Bdrm Apt- Upper East,236421,Jessica,Manhattan,Upper East Side,40.77333,-73.95199000000001,Private room,130,14,0,,,2,0
17187219,Beautiful and Ridiculously Spacious Master Bedroom,115543091,Yana,Brooklyn,Flatbush,40.65221,-73.95848000000001,Private room,53,2,0,,,1,0
13830415,Beautiful 2 bedroom apartment in West Harlem NYC,80491022,Mel,Manhattan,Harlem,40.82295,-73.95066,Entire home/apt,100,5,0,,,1,0
27706098,Williamsburg Studio- Steps Away from Lorimer L,3550181,Emily,Brooklyn,Williamsburg,40.71094,-73.95026,Entire home/apt,104,2,20,2019-06-06,2.0,1,0
2659477,Stunning 1BR apt  UES/Harlem,2294061,Kurtis,Manhattan,East Harlem,40.7913,-73.94265,Entire home/apt,140,3,2,2015-12-13,0.04,1,0
33726859,Private bedroom in new and spacious apartment,60127679,Jason,Brooklyn,Bedford-Stuyvesant,40.68553,-73.92569,Private room,65,1,20,2019-06-15,6.59,2,23
29822259,Warm Wiliamsburg Retreat,2967674,Lilly,Brooklyn,Williamsburg,40.70686,-73.95538,Private room,48,2,6,2019-02-06,0.87,2,0
793951,Beautiful Bedroom in Harlem,4182834,Cruz,Manhattan,Harlem,40.82169,-73.93881999999999,Private room,78,1,52,2017-08-14,0.66,1,0
35840369,"Layton Apt. Is Only 20 Min Ride into Manhattan, NY",269592097,Selma,Staten Island,St. George,40.64244,-74.08494,Entire home/apt,78,2,0,,,1,342
18448516,Spacious house close to yankee stadium.,127895318,Emmanuel,Bronx,Mount Hope,40.84992,-73.90346,Private room,50,1,6,2018-05-05,0.23,1,0
10165410,Peaceful room in Bushwick,30658746,Isik,Brooklyn,Bushwick,40.69392,-73.92262,Private room,42,1,3,2016-04-05,0.07,1,0
16807550,Spacious room in North Williamsburg/Greenpoint,26420701,Helen,Brooklyn,Greenpoint,40.72601,-73.95501999999999,Private room,55,2,1,2018-05-06,0.07,1,0
6635179,Home in Lower East Side,3173147,Andrea,Manhattan,Lower East Side,40.71968,-73.98708,Entire home/apt,250,3,68,2019-06-08,1.36,2,166
9026203,Subway-Ocean-Parking,31680304,Alex & Alena,Brooklyn,Gravesend,40.58892,-73.97379000000001,Private room,70,3,67,2018-10-07,1.53,2,40
16449771,"Simple, Cozy Private Room Near Beach & Subway",36234811,Anna,Queens,Arverne,40.5921,-73.79285,Private room,55,1,28,2019-05-05,0.91,4,159
28711792,East Village Cottage Life,865148,Eliza,Manhattan,East Village,40.72939,-73.98007,Private room,85,2,26,2019-07-05,3.07,1,165
9678870,Sunny Heart of Park Slope 1 Bedroom,50005319,Chris,Brooklyn,Park Slope,40.67632,-73.98116,Entire home/apt,160,4,0,,,1,0
34956747,"Beautiful studio 96
Walk to Central Park/Manhattan",49292376,Melissa,Manhattan,East Harlem,40.78707,-73.95121,Entire home/apt,145,2,1,2019-06-09,1.0,1,94
2156111,Lg Private Rm wTerrace Midtown West,305395,Ritza,Manhattan,Hell's Kitchen,40.76337,-73.98576,Private room,130,5,98,2019-06-24,1.73,1,48
19093551,Studio in Brooklyn,1295284,Sue,Brooklyn,Midwood,40.61402,-73.94467,Entire home/apt,70,7,0,,,1,0
22938753,Luxury Studio near Central Park - Times Square,4920221,UBliss,Manhattan,Midtown,40.76551,-73.98315,Entire home/apt,189,29,3,2018-10-27,0.27,1,358
34714207,"sunny quiet apartment, right next to subway",2468616,Arika,Brooklyn,Crown Heights,40.66873,-73.95243,Entire home/apt,120,2,0,,,2,311
27630572,Upper West Side Studio,44034761,Matt,Manhattan,Upper West Side,40.779790000000006,-73.98513,Entire home/apt,135,1,0,,,2,93
36270530,Heart of Harlem Studio,272787571,Rj,Manhattan,Harlem,40.81374,-73.9439,Entire home/apt,125,4,0,,,1,158
21929935,Full Studio Apartment (MODULO 715),4514578,Hector,Queens,Elmhurst,40.74586,-73.88409,Entire home/apt,45,4,0,,,1,0
20690341,Jeanie's Casita,148074786,Jeanette,Bronx,Morrisania,40.82627,-73.90803000000001,Private room,65,2,0,,,1,0
34910477,Spacious 2BR duplex in charming brownstone,263113162,Andrew,Manhattan,Harlem,40.8287,-73.94686999999999,Entire home/apt,120,30,0,,,1,94
8486946,Private Bright Garden Room|Bushwick,39769788,Nico,Brooklyn,Bushwick,40.7012,-73.92681999999999,Private room,50,3,0,,,1,0
19311031,Sunny Chic Crown Heights One Bedroom,9453989,Nneya,Brooklyn,Crown Heights,40.6735,-73.95322,Entire home/apt,90,13,12,2019-06-01,0.58,1,74
17847040,Spacious 1bd in the heart of Midtown High Rise  !,31451454,Terry,Manhattan,Midtown,40.76352,-73.9831,Entire home/apt,199,2,70,2019-06-15,2.65,1,263
318021,Room in Huge 1200sf W Harlem Suite,1632149,Michael,Manhattan,Harlem,40.80343,-73.9531,Private room,110,3,47,2019-06-30,0.57,1,248
6104542,Nice cozy studio apt close to all,19661729,Sopchok,Queens,Jackson Heights,40.74898,-73.88638,Entire home/apt,115,1,51,2019-07-01,1.03,1,78
7775711,1 bedroom in Bed-Stuy,33190103,Kris,Brooklyn,Bedford-Stuyvesant,40.69113,-73.9478,Entire home/apt,70,2,1,2015-08-11,0.02,1,0
11926941,Cozy 1 bdrm near Prospect Park/BK,4501003,Brooke,Brooklyn,Flatbush,40.64117,-73.96038,Entire home/apt,99,1,3,2016-05-20,0.08,1,0
29906282,Full apt for 6 in a conveniently located area,67480949,Dawa & Phurpa,Queens,Jackson Heights,40.75478,-73.88786,Entire home/apt,105,1,28,2019-06-28,3.85,1,113
32251219,Urban Casita,5167068,Heather & Alex,Brooklyn,Bedford-Stuyvesant,40.6923,-73.9328,Entire home/apt,215,3,12,2019-06-17,2.88,1,6
13587436,Perfect 2 bedroom in Brooklyn,78464432,Dragica,Brooklyn,Crown Heights,40.6789,-73.96242,Entire home/apt,189,4,15,2019-01-02,0.41,1,15
31711813,法拉盛花园独立屋Entire 3beds+Park mins go JFK Airport/NYC,44093954,Susan,Queens,Whitestone,40.78236,-73.82092,Entire home/apt,140,1,9,2019-06-07,1.64,1,204
22953869,Beautiful open layout studio near Prospect Park,98272,Martin,Brooklyn,Flatbush,40.652,-73.95805,Entire home/apt,110,3,32,2019-06-15,1.9,1,0
30295927,Bedroom in Massive Loft Apartment,51340124,Nikki,Manhattan,Chelsea,40.73785,-73.99214,Private room,350,2,0,,,2,0
13654166,"Cozy private Studio, easy 60 min. commute to NYC!",79305630,Elvira,Brooklyn,Gravesend,40.59535,-73.98946,Entire home/apt,109,4,80,2019-07-01,2.53,2,107
346248,Cosy apartment in West Village,1755339,Julie,Manhattan,Greenwich Village,40.72886,-74.00013,Private room,100,3,7,2015-05-31,0.09,1,0
34091327,Beautiful 1 bedroom near to Time’s Square,34689714,Maria,Manhattan,Hell's Kitchen,40.76512,-73.98674,Entire home/apt,240,1,0,,,5,365
26386411,Cozy Modern Room in Greenpoint - GREAT LOCATION!,129559316,Tk,Brooklyn,Greenpoint,40.72225,-73.94328,Private room,115,1,6,2018-09-27,0.49,1,0
5084887,Clean & Warm East Village Escape!,26265097,Nancy,Manhattan,East Village,40.7295,-73.98398,Entire home/apt,100,5,1,2015-02-06,0.02,1,0
11042240,Lovely 1.5BR Near Park and Subway,57305837,Yair,Brooklyn,South Slope,40.66355,-73.98056,Entire home/apt,145,3,147,2019-07-03,3.62,1,235
16301899,Private room in well furnished quintessential 2BR!,5865860,Jeremy,Manhattan,Midtown,40.75524,-73.96755,Private room,120,2,2,2017-06-30,0.08,1,0
22970376,Sunny room in Sunnyside New York,24600315,Diana,Queens,Sunnyside,40.74355,-73.92557,Private room,89,1,0,,,1,0
34859794,Beautiful Luxury Brownstone Apt in Brooklyn,36082598,Genevieve,Brooklyn,Bedford-Stuyvesant,40.68315,-73.95222,Entire home/apt,225,2,6,2019-06-30,3.83,2,273
14366544,Doorman Penthouse One Bedroom Laundry 5196,16098958,Jeremy & Laura,Manhattan,Gramercy,40.73486,-73.98611,Entire home/apt,179,30,2,2018-07-31,0.06,96,345
16276632,Cozy Room Family Home LGA Airport NO CLEANING FEE,26432133,Danielle,Queens,East Elmhurst,40.76335,-73.87007,Private room,48,1,510,2019-07-06,16.22,5,341
31328535,FORT GREENE THE NEW HEART BEAT OF BROOKLYN!,12865261,Lisa,Brooklyn,Fort Greene,40.68994,-73.96951999999999,Entire home/apt,170,3,5,2019-07-02,2.54,1,304
7035579,Bright spacious 1BR w high ceilings,36885622,James,Manhattan,Upper West Side,40.7855,-73.97641999999999,Entire home/apt,125,1,0,,,1,0
31416916,"2 Bedrooms Nearby Free ""Manhattan Ferry""",231352789,Farah,Staten Island,Tompkinsville,40.63515,-74.07929,Private room,85,2,29,2019-07-07,5.0,3,296
14296299,Lovely private suite in charming historic house,4269804,Mollie,Queens,Ridgewood,40.70717,-73.89395,Private room,79,3,13,2018-05-18,0.39,1,64
20941420,Room in Chelsea,15487773,Sorcha,Manhattan,Chelsea,40.74063,-73.99998000000001,Private room,100,2,4,2017-10-30,0.19,1,0
19744503,Private and Comfortable bedroom,138003310,Marta,Queens,Richmond Hill,40.70008,-73.83344,Private room,60,7,53,2019-06-28,2.24,1,335
